score,window_index
0.69457006,903
0.6901564,904
0.6876477,905
0.6366839,906
0.6398242,907
0.6573172,908
0.6482669,909
0.7048404,910
0.70549583,911
0.7002251,912
0.672064,913
0.6614321,914
0.63610095,915
0.6186627,916
0.6256356,917
0.62040836,918
0.6591742,919
0.64135605,920
0.6418272,921
0.5959922,922
0.6689622,923
0.6586058,924
0.6518991,925
0.65785843,926
0.6580097,927
0.62221575,928
0.6686464,929
0.67759794,930
0.6735514,931
0.6758943,932
0.6852245,933
0.69355166,934
0.7121975,935
0.69869804,936
0.7081395,937
0.71647507,938
0.7091402,939
0.64099765,940
0.6351811,941
0.64694715,942
0.62810355,943
0.5962005,944
0.6370507,945
0.64695364,946
0.60019183,947
0.60741276,948
0.58295375,949
0.52528876,950
0.5307091,951
0.5247156,952
0.5398167,953
0.5598821,954
0.5497017,955
0.559543,956
0.55802095,957
0.56383634,958
0.5606211,959
0.5958284,960
0.6097239,961
0.62058973,962
0.6077661,963
0.62315106,964
0.593513,965
0.623288,966
0.6834987,967
0.7228862,968
0.720851,969
0.7298268,970
0.77646554,971
0.7862935,972
0.77876127,973
0.7565109,974
0.75605226,975
0.79748803,976
0.8047066,977
0.80424523,978
0.84165347,979
0.80084765,980
0.75418496,981
0.75795907,982
0.7723583,983
0.77404,984
0.8160881,985
0.755656,986
0.7074205,987
0.6677029,988
0.64184904,989
0.6618227,990
0.61466134,991
0.6296521,992
0.60126996,993
0.60878193,994
0.6441849,995
0.6206874,996
0.67764366,997
0.67033446,998
0.6453615,999
0.64245886,1000
0.6600333,1001
0.6459351,1002
0.66796285,1003
0.67168,1004
0.65351576,1005
0.68008256,1006
0.6862479,1007
0.7218974,1008
0.7195413,1009
0.7100828,1010
0.914008,1011
0.88704985,1012
0.8977738,1013
0.91433823,1014
0.8801235,1015
0.85582054,1016
0.7910352,1017
0.81141543,1018
0.81994283,1019
0.81677824,1020
0.81127214,1021
0.81193817,1022
0.8299199,1023
0.83758104,1024
0.8324504,1025
0.82832307,1026
0.8199329,1027
0.7451171,1028
0.7516354,1029
0.76286757,1030
0.5356199,1031
0.5354346,1032
0.5380145,1033
0.5711716,1034
0.5943649,1035
0.5928483,1036
0.6492028,1037
0.62112474,1038
0.6071423,1039
0.61533606,1040
0.6526767,1041
0.69732875,1042
0.64671296,1043
0.6504539,1044
0.6493544,1045
0.6795763,1046
0.7070579,1047
0.7050955,1048
0.6943187,1049
0.69016886,1050
0.6858144,1051
0.6682551,1052
0.707241,1053
0.67919767,1054
0.6417037,1055
0.6425068,1056
0.5826708,1057
0.6569386,1058
0.66946024,1059
0.6794874,1060
0.6435598,1061
0.62766504,1062
0.6134865,1063
0.6355629,1064
0.654442,1065
0.61651635,1066
0.6032853,1067
0.6116493,1068
0.720504,1069
0.7239483,1070
0.73854226,1071
0.7355058,1072
0.72591174,1073
0.7362053,1074
0.7369215,1075
0.7285047,1076
0.7220402,1077
0.65056145,1078
0.6435377,1079
0.6313671,1080
0.6214182,1081
0.63579017,1082
0.6326822,1083
0.59630376,1084
0.59894747,1085
0.59192425,1086
0.6112617,1087
0.61869794,1088
0.55757797,1089
0.5438195,1090
0.51876795,1091
0.57651895,1092
0.6260618,1093
0.64100397,1094
0.64609426,1095
0.65354735,1096
0.655802,1097
0.6354446,1098
0.67443633,1099
0.69431895,1100
0.7030222,1101
0.6868927,1102
0.7070668,1103
0.73582613,1104
0.7345891,1105
0.7614312,1106
0.777161,1107
0.7941567,1108
0.76055217,1109
0.7893496,1110
0.8135208,1111
